Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-02 00:00:00,105695.15625,105733.0390625,105695.15625,105727.421875,13352960,0.0,0.0
2025-07-02 00:05:00,105729.1796875,105729.1796875,105669.125,105669.125,5038080,0.0,0.0
2025-07-02 00:10:00,105650.2109375,105722.3671875,105650.2109375,105722.3671875,968617984,0.0,0.0
2025-07-02 00:15:00,105735.46875,105795.265625,105713.2890625,105713.2890625,1220132864,0.0,0.0
2025-07-02 00:20:00,105741.8984375,105757.3828125,105733.6640625,105757.3828125,0,0.0,0.0
2025-07-02 00:25:00,105705.1796875,105723.6484375,105705.1796875,105723.6484375,1058693120,0.0,0.0
2025-07-02 00:30:00,105678.9609375,105678.9609375,105648.3515625,105653.5390625,59359232,0.0,0.0
2025-07-02 00:35:00,105662.609375,105665.109375,105590.0078125,105590.0078125,1717841920,0.0,0.0
2025-07-02 00:40:00,105609.359375,105650.125,105604.3828125,105640.1328125,148058112,0.0,0.0
2025-07-02 00:45:00,105622.6875,105622.6875,105486.0078125,105493.1640625,323551232,0.0,0.0
2025-07-02 00:50:00,105479.5859375,105492.8359375,105479.5859375,105487.46875,676417536,0.0,0.0
2025-07-02 00:55:00,105457.03125,105457.03125,105400.5625,105404.9921875,110972928,0.0,0.0
2025-07-02 01:00:00,105409.7578125,105418.28125,105403.2421875,105403.2421875,32571392,0.0,0.0
2025-07-02 01:05:00,105404.4296875,105427.8359375,105404.4296875,105418.3203125,230191104,0.0,0.0
2025-07-02 01:10:00,105418.8671875,105440.4140625,105418.8671875,105440.4140625,1015967744,0.0,0.0
2025-07-02 01:15:00,105425.03125,105425.03125,105159.734375,105186.640625,337321984,0.0,0.0
2025-07-02 01:20:00,105448.265625,105585.8671875,105448.265625,105572.03125,213143552,0.0,0.0
2025-07-02 01:25:00,105587.8203125,105595.421875,105524.453125,105595.421875,989945856,0.0,0.0
2025-07-02 01:30:00,105615.5078125,105647.046875,105611.9375,105611.9375,0,0.0,0.0
2025-07-02 01:35:00,105607.109375,105672.3125,105607.109375,105672.3125,1250619392,0.0,0.0
2025-07-02 01:40:00,105672.0,105756.84375,105663.375,105756.84375,94384128,0.0,0.0
2025-07-02 01:45:00,105780.765625,105781.6875,105764.1484375,105781.6875,985542656,0.0,0.0
2025-07-02 01:50:00,105785.921875,105785.921875,105687.421875,105687.421875,1580994560,0.0,0.0
2025-07-02 01:55:00,105687.265625,105739.046875,105687.265625,105733.5859375,190066688,0.0,0.0
2025-07-02 02:00:00,105739.21875,105760.1328125,105731.59375,105760.1328125,271900672,0.0,0.0
2025-07-02 02:05:00,105752.234375,105758.0625,105719.6171875,105719.6171875,1246121984,0.0,0.0
2025-07-02 02:10:00,105715.3984375,105715.3984375,105605.578125,105605.578125,176320512,0.0,0.0
2025-07-02 02:15:00,105608.640625,105647.3984375,105604.3046875,105608.21875,370683904,0.0,0.0
2025-07-02 02:20:00,105573.65625,105577.9453125,105573.65625,105577.9453125,0,0.0,0.0
2025-07-02 02:25:00,105577.0,105673.8359375,105577.0,105673.8359375,1958666240,0.0,0.0
2025-07-02 02:30:00,105734.015625,105734.015625,105657.5546875,105657.5546875,117055488,0.0,0.0
2025-07-02 02:35:00,105688.109375,105688.109375,105629.34375,105629.34375,1084538880,0.0,0.0
2025-07-02 02:40:00,105635.21875,105682.6953125,105635.21875,105682.6953125,75685888,0.0,0.0
2025-07-02 02:45:00,105712.0078125,105788.96875,105711.65625,105788.96875,164524032,0.0,0.0
2025-07-02 02:50:00,105867.3984375,105877.3828125,105848.015625,105877.3828125,1108656128,0.0,0.0
2025-07-02 02:55:00,105889.140625,105934.4140625,105850.890625,105934.4140625,246988800,0.0,0.0
2025-07-02 03:00:00,105927.515625,105927.515625,105895.546875,105895.546875,256192512,0.0,0.0
2025-07-02 03:05:00,105912.7890625,105981.59375,105912.7890625,105972.6015625,846409728,0.0,0.0
2025-07-02 03:10:00,106006.09375,106077.2734375,105963.546875,106077.2734375,795672576,0.0,0.0
2025-07-02 03:15:00,106071.734375,106071.734375,106051.4765625,106053.34375,437452800,0.0,0.0
2025-07-02 03:20:00,106062.5078125,106139.9453125,106054.0546875,106139.9453125,1111195648,0.0,0.0
2025-07-02 03:25:00,106121.6875,106121.6875,106098.09375,106115.7578125,1041784832,0.0,0.0
2025-07-02 03:30:00,106125.125,106131.2265625,106125.125,106128.3203125,1464254464,0.0,0.0
2025-07-02 03:35:00,106115.40625,106187.4609375,106112.5859375,106187.4609375,421212160,0.0,0.0
2025-07-02 03:40:00,106187.6796875,106224.75,106180.1171875,106180.1171875,385032192,0.0,0.0
2025-07-02 03:45:00,106180.7109375,106203.734375,106143.46875,106203.734375,307752960,0.0,0.0
2025-07-02 03:50:00,106223.109375,106223.109375,106163.375,106203.4921875,0,0.0,0.0
2025-07-02 03:55:00,106195.5625,106199.0234375,106195.5625,106196.671875,518115328,0.0,0.0
2025-07-02 04:00:00,106206.0390625,106218.875,106206.0390625,106207.4453125,5443584,0.0,0.0
2025-07-02 04:05:00,106206.0234375,106206.0234375,106182.234375,106182.234375,298561536,0.0,0.0
2025-07-02 04:10:00,106193.78125,106207.8359375,106181.28125,106201.5,189399040,0.0,0.0
2025-07-02 04:15:00,106222.390625,106222.390625,106163.4921875,106163.4921875,225607680,0.0,0.0
2025-07-02 04:20:00,106180.4609375,106250.4609375,106172.6875,106250.4609375,288817152,0.0,0.0
2025-07-02 04:25:00,106206.578125,106244.4140625,106206.578125,106244.4140625,308178944,0.0,0.0
2025-07-02 04:30:00,106249.359375,106249.359375,106178.2109375,106178.2109375,31772672,0.0,0.0
2025-07-02 04:35:00,106176.0390625,106252.1015625,106176.0390625,106252.1015625,900751360,0.0,0.0
2025-07-02 04:40:00,106248.1640625,106263.421875,106248.1640625,106263.421875,279379968,0.0,0.0
2025-07-02 04:45:00,106271.75,106296.046875,106259.53125,106296.046875,1095106560,0.0,0.0
2025-07-02 04:50:00,106274.3203125,106335.234375,106274.3203125,106334.1875,174223360,0.0,0.0
2025-07-02 04:55:00,106365.3203125,106380.546875,106365.3203125,106379.0078125,1106305024,0.0,0.0
2025-07-02 05:00:00,106394.09375,106394.09375,106373.09375,106373.09375,880398336,0.0,0.0
2025-07-02 05:05:00,106375.7734375,106375.7734375,106351.7421875,106357.9765625,950079488,0.0,0.0
2025-07-02 05:10:00,106365.4921875,106365.4921875,106337.234375,106340.2578125,1132507136,0.0,0.0
2025-07-02 05:15:00,106335.625,106554.5390625,106335.625,106546.3203125,208138240,0.0,0.0
2025-07-02 05:20:00,106536.2578125,106558.8203125,106536.2578125,106558.8203125,177283072,0.0,0.0
2025-07-02 05:25:00,106530.7109375,106546.9296875,106509.890625,106509.890625,6377472,0.0,0.0
2025-07-02 05:30:00,106498.15625,106498.15625,106486.25,106492.234375,2088611840,0.0,0.0
2025-07-02 05:35:00,106524.484375,106549.125,106524.484375,106549.125,1074786304,0.0,0.0
2025-07-02 05:40:00,106507.9375,106618.5,106507.9375,106600.2421875,261480448,0.0,0.0
2025-07-02 05:45:00,106600.8046875,106660.0625,106600.8046875,106638.71875,98500608,0.0,0.0
2025-07-02 05:50:00,106630.578125,106647.5546875,106605.3359375,106647.5546875,168751104,0.0,0.0
2025-07-02 05:55:00,106626.6796875,106646.625,106626.6796875,106646.625,183816192,0.0,0.0
2025-07-02 06:00:00,106653.46875,106696.78125,106653.46875,106696.78125,1848123392,0.0,0.0
2025-07-02 06:05:00,106663.609375,106810.1796875,106663.609375,106795.890625,249556992,0.0,0.0
2025-07-02 06:10:00,106789.265625,106814.4140625,106764.8203125,106764.8203125,1109204992,0.0,0.0
2025-07-02 06:15:00,106759.546875,106789.90625,106759.546875,106789.90625,1082044416,0.0,0.0
