Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-01 09:30:00,156.25999450683594,157.1999969482422,156.14100646972656,156.46420288085938,10004673,0.0,0.0
2025-07-01 09:35:00,156.49000549316406,156.62600708007812,156.11000061035156,156.47000122070312,3042164,0.0,0.0
2025-07-01 09:40:00,156.46009826660156,156.60000610351562,155.75999450683594,156.0399932861328,3794169,0.0,0.0
2025-07-01 09:45:00,156.0301971435547,156.35479736328125,155.92999267578125,156.2550048828125,2458155,0.0,0.0
2025-07-01 09:50:00,156.25,156.50999450683594,156.07020568847656,156.11000061035156,2034901,0.0,0.0
2025-07-01 09:55:00,156.11500549316406,156.1999969482422,155.85000610351562,156.05079650878906,2237033,0.0,0.0
2025-07-01 10:00:00,156.0399932861328,156.2050018310547,155.7100067138672,155.96539306640625,2579705,0.0,0.0
2025-07-01 10:05:00,155.96499633789062,156.16000366210938,155.9149932861328,156.02999877929688,1616820,0.0,0.0
2025-07-01 10:10:00,156.03140258789062,156.10769653320312,155.75999450683594,156.00039672851562,2125449,0.0,0.0
2025-07-01 10:15:00,156.00030517578125,156.3000030517578,155.5800018310547,155.80499267578125,2705101,0.0,0.0
2025-07-01 10:20:00,155.80999755859375,155.8300018310547,155.00999450683594,155.1999969482422,4360002,0.0,0.0
2025-07-01 10:25:00,155.1999969482422,155.32000732421875,154.39010620117188,154.6300048828125,4778650,0.0,0.0
2025-07-01 10:30:00,154.63499450683594,154.83999633789062,153.49000549316406,153.7899932861328,6094192,0.0,0.0
2025-07-01 10:35:00,153.97579956054688,154.0800018310547,153.49000549316406,153.6750030517578,3714074,0.0,0.0
2025-07-01 10:40:00,153.6699981689453,153.86000061035156,153.32119750976562,153.3780059814453,3712461,0.0,0.0
2025-07-01 10:45:00,153.38119506835938,153.47000122070312,153.0500030517578,153.25,4189565,0.0,0.0
2025-07-01 10:50:00,153.24009704589844,153.4199981689453,152.88999938964844,152.9949951171875,4155416,0.0,0.0
2025-07-01 10:55:00,152.97999572753906,153.3386993408203,152.8300018310547,153.125,3010856,0.0,0.0
2025-07-01 11:00:00,153.1199951171875,153.4499969482422,152.85000610351562,153.4320068359375,3190897,0.0,0.0
2025-07-01 11:05:00,153.44000244140625,153.47000122070312,151.86000061035156,152.06500244140625,5536282,0.0,0.0
2025-07-01 11:10:00,152.05999755859375,152.27999877929688,151.55979919433594,151.71009826660156,4554526,0.0,0.0
2025-07-01 11:15:00,151.7050018310547,152.30999755859375,151.49000549316406,152.2935028076172,4051719,0.0,0.0
2025-07-01 11:20:00,152.2949981689453,152.6999969482422,152.22500610351562,152.64010620117188,3071756,0.0,0.0
2025-07-01 11:25:00,152.6300048828125,153.08999633789062,152.6300048828125,152.88499450683594,3808768,0.0,0.0
2025-07-01 11:30:00,152.8800048828125,153.27999877929688,152.75,153.16000366210938,2910266,0.0,0.0
2025-07-01 11:35:00,153.16000366210938,153.26890563964844,152.75,152.9149932861328,2560386,0.0,0.0
2025-07-01 11:40:00,152.91000366210938,152.9550018310547,152.22500610351562,152.375,2730130,0.0,0.0
2025-07-01 11:45:00,152.3800048828125,152.57000732421875,152.22000122070312,152.40480041503906,1932504,0.0,0.0
2025-07-01 11:50:00,152.39999389648438,152.95989990234375,152.3596954345703,152.9149932861328,1791627,0.0,0.0
2025-07-01 11:55:00,152.91990661621094,152.98980712890625,152.6300048828125,152.8184051513672,1504548,0.0,0.0
2025-07-01 12:00:00,152.82000732421875,152.9499969482422,152.42999267578125,152.4600067138672,1672681,0.0,0.0
2025-07-01 12:05:00,152.4550018310547,152.72000122070312,152.35000610351562,152.6649932861328,1519801,0.0,0.0
2025-07-01 12:10:00,152.6623992919922,153.05990600585938,152.60000610351562,153.03990173339844,1961978,0.0,0.0
2025-07-01 12:15:00,153.02999877929688,153.30999755859375,152.91470336914062,153.23500061035156,2186196,0.0,0.0
2025-07-01 12:20:00,153.2375946044922,153.47999572753906,153.13999938964844,153.381103515625,3328951,0.0,0.0
2025-07-01 12:25:00,153.389892578125,153.49000549316406,153.31500244140625,153.39500427246094,1684784,0.0,0.0
2025-07-01 12:30:00,153.39500427246094,153.75999450683594,153.310302734375,153.74000549316406,2010268,0.0,0.0
2025-07-01 12:35:00,153.7449951171875,153.98880004882812,153.63999938964844,153.8350067138672,1726203,0.0,0.0
2025-07-01 12:40:00,153.8350067138672,153.96969604492188,153.6699981689453,153.85470581054688,1468663,0.0,0.0
2025-07-01 12:45:00,153.85000610351562,154.19000244140625,153.80999755859375,154.01190185546875,1993056,0.0,0.0
2025-07-01 12:50:00,154.01499938964844,154.5500030517578,153.94000244140625,154.54989624023438,2033379,0.0,0.0
2025-07-01 12:55:00,154.5417938232422,154.78829956054688,154.35000610351562,154.36500549316406,2546638,0.0,0.0
2025-07-01 13:00:00,154.3699951171875,154.85000610351562,154.3000030517578,154.77000427246094,2020747,0.0,0.0
2025-07-01 13:05:00,154.75999450683594,154.9499969482422,154.6999969482422,154.8800048828125,1873781,0.0,0.0
2025-07-01 13:10:00,154.875,154.97999572753906,154.74000549316406,154.74000549316406,1620015,0.0,0.0
2025-07-01 13:15:00,154.74420166015625,154.97500610351562,154.4499969482422,154.46499633789062,1747739,0.0,0.0
2025-07-01 13:20:00,154.46499633789062,154.63999938964844,154.39999389648438,154.5200958251953,1212782,0.0,0.0
2025-07-01 13:25:00,154.52499389648438,154.53500366210938,154.10000610351562,154.27499389648438,1722103,0.0,0.0
2025-07-01 13:30:00,154.3300018310547,154.4600067138672,154.00999450683594,154.4250030517578,1460484,0.0,0.0
2025-07-01 13:35:00,154.4250030517578,154.4949951171875,154.2050018310547,154.32000732421875,977815,0.0,0.0
2025-07-01 13:40:00,154.3699951171875,154.41990661621094,154.2050018310547,154.2449951171875,1015405,0.0,0.0
2025-07-01 13:45:00,154.24130249023438,154.52000427246094,154.13999938964844,154.50010681152344,1379714,0.0,0.0
2025-07-01 13:50:00,154.50250244140625,154.8800048828125,154.42999267578125,154.58999633789062,1650026,0.0,0.0
2025-07-01 13:55:00,154.58999633789062,154.61990356445312,154.43499755859375,154.5449981689453,1232951,0.0,0.0
2025-07-01 14:00:00,154.5500030517578,154.6999969482422,154.5,154.65499877929688,1121145,0.0,0.0
2025-07-01 14:05:00,154.66000366210938,154.7100067138672,154.52999877929688,154.5500946044922,1079719,0.0,0.0
2025-07-01 14:10:00,154.55499267578125,154.57000732421875,154.44000244140625,154.4949951171875,962429,0.0,0.0
2025-07-01 14:15:00,154.49549865722656,154.72000122070312,154.48500061035156,154.61990356445312,1217942,0.0,0.0
2025-07-01 14:20:00,154.61000061035156,154.64999389648438,154.3914031982422,154.51499938964844,955929,0.0,0.0
2025-07-01 14:25:00,154.52000427246094,154.5800018310547,154.32020568847656,154.35169982910156,901953,0.0,0.0
2025-07-01 14:30:00,154.35000610351562,154.625,154.31019592285156,154.5399932861328,1030335,0.0,0.0
2025-07-01 14:35:00,154.5399932861328,154.63999938964844,154.38499450683594,154.46009826660156,1052446,0.0,0.0
2025-07-01 14:40:00,154.4600067138672,154.57000732421875,154.3699951171875,154.4113006591797,829353,0.0,0.0
2025-07-01 14:45:00,154.41000366210938,154.5198974609375,154.1699981689453,154.22000122070312,948949,0.0,0.0
2025-07-01 14:50:00,154.22000122070312,154.24859619140625,154.02999877929688,154.06500244140625,1192409,0.0,0.0
2025-07-01 14:55:00,154.0601043701172,154.09500122070312,153.4718017578125,153.59500122070312,2285400,0.0,0.0
2025-07-01 15:00:00,153.58999633789062,153.58999633789062,152.98500061035156,153.375,3346031,0.0,0.0
2025-07-01 15:05:00,153.3800048828125,153.39500427246094,153.07000732421875,153.14999389648438,1967084,0.0,0.0
2025-07-01 15:10:00,153.14999389648438,153.25999450683594,152.91009521484375,153.1569061279297,2063025,0.0,0.0
2025-07-01 15:15:00,153.15499877929688,153.36000061035156,153.10000610351562,153.3350067138672,1621950,0.0,0.0
2025-07-01 15:20:00,153.33689880371094,153.67999267578125,153.27999877929688,153.6750030517578,1876014,0.0,0.0
2025-07-01 15:25:00,153.63499450683594,153.75,153.52999877929688,153.72999572753906,1596773,0.0,0.0
2025-07-01 15:30:00,153.72000122070312,153.8300018310547,153.50999450683594,153.5500030517578,1695655,0.0,0.0
2025-07-01 15:35:00,153.5449981689453,153.6199951171875,153.24000549316406,153.47900390625,2312813,0.0,0.0
